D Lombardia Girone D classifica marcatori in base ai punti  segnati
n°,Giocatore,Squadra,Ruolo,Anno,Cm,P.S.,P.G,Media
50,Bolduri Carlo,Old Socks S. Martino,G,1991,193,182,26,"7,00"
51,Faravelli Davide,AS Dil. Pall. Stradella,A/C,1981,195,177,19,"9,32"
52,Laboranti Simone,A. Dil. Nova Basket 2003,A,1993,188,171,18,"9,50"
53,Caldera Tommaso,USD Basket Sanmaurense,G,1986,187,170,24,"7,08"
54,Cartasegna Giovanni,Nuova Olimpia BK Voghera,G,1984,,168,22,"7,64"
55,Binaghi Mauro,Ass. Sport. Dil. S. Giuseppe,C,1974,194,166,20,"8,30"
56,Neri Lorenzo,A. Dil. Nova Basket 2003,A/C,1990,196,163,20,"8,15"
57,Rana Andrea,Old Socks S. Martino,P/G,1998,195,163,26,"6,27"
58,Bozzini Marco,Vismara Hoosiers,A,1991,188,156,24,"6,50"
59,Pivi Andrea,ASD Pallacanestro Tromello,G,1994,186,152,25,"6,08"
60,De Ponte Francesco,Ass. Sport. Dil. S. Giuseppe,G,1998,183,151,26,"5,81"
61,Fiorani Gianluca,ASD Pol. Garegnano,G,1994,,150,25,"6,00"
62,Rivellini Emanuele,Old Socks S. Martino,C,1988,194,146,21,"6,95"
63,Marelli Giorgio,ASD Pol. Garegnano,G,1991,,145,19,"7,63"
64,Chinosi Claudio,Ass. Sport. Dil. S. Giuseppe,A,1985,185,142,26,"5,46"
65,Nebuloni Andrea,OSL Garbagnate,P/G,1988,,141,14,"10,07"
66,Fortini Stefano,ARS Ardens Basket Sedriano,A,1991,190,141,25,"5,64"
67,Visigalli Tommaso,ASD Here You Can,G,1999,191,140,16,"8,75"
68,Pagliai Luca,USD Basket Sanmaurense,C,1984,192,137,18,"7,61"
69,Pieroni,Nuova Olimpia BK Voghera,,,,137,24,"5,71"
70,Lupi Massimiliano,ASD Pallacanestro Tromello,C,1994,190,135,21,"6,43"
71,Trombini Emilio,ASD Pol. Garegnano,G,1991,,133,12,"11,08"
72,Verdi Efrem,AS Dil. Pall. Stradella,A,1983,190,131,18,"7,28"
73,Da Silva Ramon Borges,ASD Here You Can,G,2000,186,131,21,"6,24"
74,Binaghi Gabriele,Ass. Sport. Dil. S. Giuseppe,A/C,1979,195,129,23,"5,61"
75,Boselli Carlo,Old Socks S. Martino,P,1996,185,127,23,"5,52"
76,Invernizzi Giovanni,U.S.G. Abbiategrasso,C,1997,199,127,25,"5,08"
77,Corazza Fabio,ARS Ardens Basket Sedriano,G,1994,178,123,16,"7,69"
78,Ronca Paolo,Settimo Basket ASD,A,1987,197,123,22,"5,59"
79,Colombo Tommaso,Settimo Basket ASD,C,1993,195,123,23,"5,35"
80,Ripamonti Fabio,ASD Pol. Garegnano,C,1993,,123,25,"4,92"
81,Zatti Paolo,USD Basket Sanmaurense,G,1998,188,121,21,"5,76"
82,Boffino Roberto,ASD Pol. Garegnano,G,1994,,121,26,"4,65"
83,Malgrati Davide,ASD Pol. Garegnano,G,1997,,114,13,"8,77"
84,Tisato Alberto,AS Dil. Pall. Stradella,P,1995,175,112,23,"4,87"
85,Di Puglia Riccardo,Vismara Hoosiers,A/C,2000,197,112,25,"4,48"
86,Formicola Matteo,OSL Garbagnate,A,1988,,111,25,"4,44"
87,Savini Niccolò,AS Dil. Pall. Stradella,P,2000,180,103,19,"5,42"
88,Mandelli Roberto,Settimo Basket ASD,A,1998,186,102,25,"4,08"
89,Albiero,ASD Here You Can,,,,101,20,"5,05"
90,Ciolina Giorgio,Settimo Basket ASD,A,1986,190,101,23,"4,39"
91,Risso Andrea,ASD Pallacanestro Tromello,A,1983,185,97,15,"6,47"
92,Arsti Matteo,USD Basket Sanmaurense,A,1996,190,97,20,"4,85"
93,Landini Andrea,USD Basket Sanmaurense,A,1985,188,96,17,"5,65"
94,De Leon Riccardo,ASD Here You Can,G,2000,186,96,19,"5,05"
95,Parmigiani Paolo,ASD Here You Can,G,1999,188,94,16,"5,88"
96,Di Mauro Simone,Vismara Hoosiers,P,1996,181,93,13,"7,15"
97,Sasso Niccolò,Vismara Hoosiers,A,1995,189,93,17,"5,47"
98,Gorla Riccardo,Ass. Sport. Dil. S. Giuseppe,A/C,1993,194,93,24,"3,88"
99,Marangoni Gabriele,Settimo Basket ASD,G,1996,185,92,15,"6,13"
100,Bosetti,Nuova Olimpia BK Voghera,,,,92,22,"4,18"
101,Bagnoli Stefano,Vismara Hoosiers,A/C,2000,191,90,23,"3,91"
102,Orsenigo Luca,ASD Pallacanestro Tromello,P,1996,182,90,25,"3,60"
103,Maschio Giorgio,Vismara Hoosiers,G,2000,175,89,23,"3,87"
104,Bertola Giacomo,Old Socks S. Martino,A,1997,194,86,13,"6,62"
105,Delle Fave Azriel,ASD Pallacanestro Tromello,P/G,1993,182,86,17,"5,06"
106,Di Giulio Massimo,A. Dil. Nova Basket 2003,P,1991,178,85,24,"3,54"
107,Costa Paolo,ASD Here You Can,P,1999,182,80,14,"5,71"
108,Romanini Gabriele,AS Dil. Pall. Stradella,A,1994,200,74,18,"4,11"
109,Giocondi Jacopo,OSL Garbagnate,C,1988,,73,16,"4,56"
110,Cattadori Roberto,Old Socks S. Martino,A,1982,192,71,20,"3,55"
111,Palazzi Alessandro,Vismara Hoosiers,P,2000,185,69,19,"3,63"
112,Rossi Fabio,A. Dil. Nova Basket 2003,A,1993,193,68,15,"4,53"
113,Casiraghi Tommaso,Ass. Sport. Dil. S. Giuseppe,A,1997,195,66,18,"3,67"
114,Fontana Davide,AS Dil. Pall. Stradella,P/G,1989,181,66,20,"3,30"
115,Meleri Andrea,Vismara Hoosiers,G,2000,185,65,17,"3,82"
116,Oglina Simone,USD Basket Sanmaurense,G/A,1999,190,65,20,"3,25"
117,Cantale Francesco,OSL Garbagnate,P,2001,,65,21,"3,10"
118,Benfenati Giorgio,Settimo Basket ASD,P,1994,178,64,23,"2,78"
119,Demartini,Nuova Olimpia BK Voghera,,,,64,24,"2,67"
120,Goi Alessandro,ASD Pallacanestro Tromello,A,1997,,64,26,"2,46"
121,Karadakov Nikolay,U.S.G. Abbiategrasso,A,1999,192,62,23,"2,70"
122,Fiora Mattia,U.S.G. Abbiategrasso,P,1999,180,62,24,"2,58"
123,Boriani Alessandro,Ass. Sport. Dil. S. Giuseppe,P/G,1997,180,62,26,"2,38"
124,Mondini Federico,ASD Here You Can,P,1998,191,58,12,"4,83"
125,Bruciamonti Stefano,AS Dil. Pall. Stradella,A,2001,190,58,16,"3,63"
126,Filipponi Eugenio,U.S.G. Abbiategrasso,A/C,1999,196,57,9,"6,33"
127,Gambelli Patrick,A. Dil. Nova Basket 2003,G,1982,180,57,12,"4,75"
128,Pacchiarotti Michele,AS Dil. Pall. Stradella,P,1993,170,57,22,"2,59"
129,Battaglino,OSL Garbagnate,,,,56,15,"3,73"
130,Carlino Alessandro,ARS Ardens Basket Sedriano,G,1997,186,56,23,"2,43"
131,Re Andrea,Vismara Hoosiers,A,2000,190,55,20,"2,75"
132,Zanellati,U.S.G. Abbiategrasso,,,,54,6,"9,00"
133,Cazzaniga Paolo,AS Dil. Pall. Stradella,A/C,1986,192,54,23,"2,35"
134,Muzio Daniel,U.S.G. Abbiategrasso,C,2001,201,54,26,"2,08"
135,Milani Lorenzo,OSL Garbagnate,A,1996,,53,20,"2,65"
136,Di Falco,ASD Here You Can,,,,52,13,"4,00"
137,Migliorini Riccardo,Old Socks S. Martino,P,1999,180,52,20,"2,60"
138,Bianchi Andrea,A. Dil. Nova Basket 2003,P,1998,184,52,21,"2,48"
139,Zucca Davide,ASD Pallacanestro Tromello,G,1997,180,51,22,"2,32"
140,Cogliati Stefano,Settimo Basket ASD,P,1996,185,50,16,"3,13"
141,Coli,OSL Garbagnate,,,,48,20,"2,40"
142,Ferrantelli Riccardo,ARS Ardens Basket Sedriano,A,1991,192,46,11,"4,18"
143,Antonini Matteo,ARS Ardens Basket Sedriano,C,1993,196,46,12,"3,83"
144,Innocenti,OSL Garbagnate,,,,44,6,"7,33"
145,Zamboni Valerio,ASD Pol. Garegnano,A,1989,,44,10,"4,40"
146,Calvi Giacomo,USD Basket Sanmaurense,G,1985,175,44,14,"3,14"
147,Profico Piergiorgio,A. Dil. Nova Basket 2003,P,1997,178,39,18,"2,17"
148,Bellettato Luca,ASD Pol. Garegnano,C,1989,,39,19,"2,05"
149,Marchese Alberto,A. Dil. Nova Basket 2003,A,1997,188,38,16,"2,38"
150,Magrassi Edoardo,Nuova Olimpia BK Voghera,A,1999,,38,19,"2,00"
151,Maestri Giambattista,AS Dil. Pall. Stradella,C,1986,200,37,12,"3,08"
152,Gandini Gianluca,A. Dil. Nova Basket 2003,A,1990,187,34,14,"2,43"
153,Miceli,OSL Garbagnate,,,,31,17,"1,82"
154,Panara,ASD Here You Can,,,,30,11,"2,73"
155,Barbieri,Nuova Olimpia BK Voghera,,,,30,13,"2,31"
156,Della Noce Pietro,Old Socks S. Martino,A,1968,195,30,17,"1,76"
157,Perez Stefan,ASD Pol. Garegnano,P,1997,,29,16,"1,81"
158,Filipponi Lorenzo,Vismara Hoosiers,P,2000,178,28,18,"1,56"
159,Savini Alberto,USD Basket Sanmaurense,A,1998,190,28,18,"1,56"
160,Ryabinin Igor,Vismara Hoosiers,A,1990,188,27,7,"3,86"
161,Ferrari Tommaso,ASD Here You Can,A,2000,195,26,2,"13,00"
162,Grassi Paolo,Settimo Basket ASD,C,1998,190,26,22,"1,18"
163,Pagetti E.,A. Dil. Nova Basket 2003,,,,24,5,"4,80"
164,Caselli Davide,Settimo Basket ASD,G,2001,186,22,6,"3,67"
165,Ferretti Adele,U.S.G. Abbiategrasso,A,1995,196,22,22,"1,00"
166,Benelli Davide,Old Socks S. Martino,A,1978,185,21,18,"1,17"
167,Violino,Ass. Sport. Dil. S. Giuseppe,,,,20,7,"2,86"
168,Bussolini Gabriele,ASD Here You Can,C,1999,198,19,17,"1,12"
169,Schiavone Giacomo,ASD Pol. Garegnano,G,1993,,18,16,"1,13"
170,Moia Gabriele,Settimo Basket ASD,G,1998,178,18,17,"1,06"
171,Botter Andrea,Nuova Olimpia BK Voghera,A,1999,,18,23,"0,78"
172,Zaia,ASD Here You Can,,,,17,3,"5,67"
173,Zatti G.,USD Basket Sanmaurense,,,,15,4,"3,75"
174,Gibin Lorenzo,AS Dil. Pall. Stradella,P/G,1997,178,14,22,"0,64"
175,Bianchi Romeo,Vismara Hoosiers,P,1997,174,13,8,"1,63"
176,Toto Simone,Settimo Basket ASD,P,1998,170,12,6,"2,00"
177,Iannaccio Riccardo,OSL Garbagnate,G,1988,,12,7,"1,71"
178,Yalli,Nuova Olimpia BK Voghera,,,,12,9,"1,33"
179,Mangili Renis,AS Dil. Pall. Stradella,A,1997,185,11,15,"0,73"
180,Sacchi,U.S.G. Abbiategrasso,,,,10,2,"5,00"
181,Riva Paolo,USD Basket Sanmaurense,P,1992,175,10,12,"0,83"
182,Sala Lorenzo,Nuova Olimpia BK Voghera,P,1999,,10,15,"0,67"
183,Lamonica Ivan,ARS Ardens Basket Sedriano,G,1999,180,10,21,"0,48"
184,Cancellaro,Vismara Hoosiers,,,,9,6,"1,50"
185,Bussoni,ASD Here You Can,,,,9,6,"1,50"
186,Degiorgio,OSL Garbagnate,,,,9,11,"0,82"
187,Beretta Riccardo,ARS Ardens Basket Sedriano,G,1997,188,9,21,"0,43"
188,Facchi A.,U.S.G. Abbiategrasso,,,,8,3,"2,67"
189,Secchi R.,Settimo Basket ASD,,,,8,4,"2,00"
190,Teramo,OSL Garbagnate,,,,8,8,"1,00"
191,Botteri,USD Basket Sanmaurense,,,,8,13,"0,62"
192,Antonini Luca,ARS Ardens Basket Sedriano,G,1999,190,8,16,"0,50"
193,Costa Francesco,ASD Here You Can,P,1999,182,7,1,"7,00"
194,Dercenno Cristian,Ass. Sport. Dil. S. Giuseppe,A,1999,188,7,1,"7,00"
195,Pagetti Federico,A. Dil. Nova Basket 2003,G,1986,180,7,2,"3,50"
196,Antonini,ASD Here You Can,,,,7,7,"1,00"
197,Tarantola Diego,ARS Ardens Basket Sedriano,G,2000,180,7,8,"0,88"
198,Andreotti,A. Dil. Nova Basket 2003,,,,6,3,"2,00"
199,Cortesi Diego,USD Basket Sanmaurense,A,2001,191,6,6,"1,00"
200,Ferrari Fabio,Nuova Olimpia BK Voghera,A,1997,,6,10,"0,60"
201,Ronchi,ASD Pol. Garegnano,,,,5,1,"5,00"
202,Arnone,ASD Here You Can,,,,5,4,"1,25"
203,Bianchi Giordano,Vismara Hoosiers,A,2000,190,5,5,"1,00"
204,Barbero Davide,USD Basket Sanmaurense,G,1999,195,4,6,"0,67"
205,Ferrari Angelo,A. Dil. Nova Basket 2003,P/G,1997,180,4,13,"0,31"
206,Preti Jacopo,A. Dil. Nova Basket 2003,A,1997,193,4,13,"0,31"
207,De Santis Manuel,ASD Pol. Garegnano,A,1996,,3,3,"1,00"
208,Tonioni Jacopo,Vismara Hoosiers,A,2000,188,3,3,"1,00"
209,Bergamaschi Samuele,ASD Pol. Garegnano,P,1996,,3,4,"0,75"
210,Sartorato,Nuova Olimpia BK Voghera,,,,3,6,"0,50"
211,Carminati,Old Socks S. Martino,,,,2,1,"2,00"
212,Tapparo Daniele,Vismara Hoosiers,G,2000,178,2,1,"2,00"
213,Sassi,ASD Here You Can,,,,2,1,"2,00"
214,Redon Maximilien,Ass. Sport. Dil. S. Giuseppe,C,1991,200,2,2,"1,00"
215,Gandelli,Old Socks S. Martino,,,,2,2,"1,00"
216,Mellera,U.S.G. Abbiategrasso,,,,2,2,"1,00"
217,Giannini,Ass. Sport. Dil. S. Giuseppe,,,,2,3,"0,67"
218,Milani Luca,ARS Ardens Basket Sedriano,A/C,1994,192,2,4,"0,50"
219,Cislaghi Nicolò,ARS Ardens Basket Sedriano,A,1999,192,2,6,"0,33"
220,Morosini,ASD Here You Can,,,,2,8,"0,25"
221,Sacchi Filippo,ASD Pallacanestro Tromello,A,2001,,2,8,"0,25"
222,Mola Davide,Ass. Sport. Dil. S. Giuseppe,G/A,1998,185,1,9,"0,11"
223,Donghi Davide,ARS Ardens Basket Sedriano,P,1995,185,1,11,"0,09"
,,,,,,,,
D Lombardia Girone D classifica marcatori in  base alla media giornate punti segnati
n°,Giocatore,Squadra,Ruolo,Anno,Cm,P.S.,P.G,Media
1,Allegri Alessio,OSL Garbagnate,A,1982,192,219,11,"19,91"
2,Villani Massimo,Nuova Olimpia BK Voghera,C,1981,197,450,26,"17,31"
3,Riboli Simone,OSL Garbagnate,G/A,1998,,420,25,"16,80"
4,Alberici Mattia,AS Dil. Pall. Stradella,G,1996,182,416,25,"16,64"
5,Ogliaro Nicola,Nuova Olimpia BK Voghera,G,1979,190,273,18,"15,17"
6,Fossati Roberto,USD Basket Sanmaurense,P,1978,185,331,22,"15,05"
7,Daverio Nicolò,Settimo Basket ASD,A/C,1992,195,280,19,"14,74"
8,Ferrarini Stefano,A. Dil. Nova Basket 2003,G,1994,186,338,23,"14,70"
9,Mandelli Stefano,ARS Ardens Basket Sedriano,A,1990,190,362,25,"14,48"
10,Natta Domenico,A. Dil. Nova Basket 2003,A,1996,187,279,20,"13,95"
11,Degiorgio Gabriele,ASD Here You Can,A,1996,190,360,26,"13,85"
12,Orlandi Massimiliano,U.S.G. Abbiategrasso,G,2000,180,344,25,"13,76"
13,Marcone Filippo,U.S.G. Abbiategrasso,P,2000,180,316,23,"13,74"
14,Belloni Dario,Old Socks S. Martino,G,1992,185,314,23,"13,65"
15,Maestri Fabio,ASD Pallacanestro Tromello,G/A,1994,185,338,25,"13,52"
16,Cogliati Stefano,ARS Ardens Basket Sedriano,P/G,1992,178,312,24,"13,00"
17,Ferrari Tommaso,ASD Here You Can,A,2000,195,26,2,"13,00"
18,Villa Jacopo,A. Dil. Nova Basket 2003,A/C,1995,200,318,26,"12,23"
19,Capella Lorenzo,USD Basket Sanmaurense,A/C,1990,193,305,25,"12,20"
20,Trifilò Francesco,ASD Pol. Garegnano,G,1989,,292,25,"11,68"
,,,,,,,,
