C Lombardia Gold Girone B classifica marcatori in base ai punti  segnati
n°,Giocatore,Squadra,Ruolo,Anno,Cm ,P.S.,P.G,Media
77,Marchetti Giovanni,Manerbio Basket,A/C,1974,206,185,30,"6,17"
78,Roberti Marco,Basket Team Pizzighettone,P,1985,190,183,24,"7,63"
79,Serafin Alberto,Nuova Olympia Basket Voghera,P/G,1988,187,182,29,"6,28"
80,Verzellesi Nicola,Viadana Basket,G,1989,185,180,22,"8,18"
81,Altimani Davide,Viadana Basket,A,1990,192,178,17,"10,47"
82,Cancelli Matteo,Argomm Iseo,C,1992,198,176,30,"5,87"
83,Menarini Massimo,Aironi Pallacanestro Robbio,P,1978,180,173,30,"5,77"
84,Borghetti Marco,Virtus Lumezzane,P/G,1997,188,172,29,"5,93"
85,Puglia Dario,Ebro Basket,A,1989,198,170,19,"8,95"
86,Prati Alberto,Viadana Basket,C,1994,200,170,28,"6,07"
87,Degli Agosti Francesco,Sansebasket Cremona,P,1981,192,169,29,"5,83"
88,Appendini Stefano,Nuova Pall. Vigevano 1995,P/G,1983,190,163,30,"5,43"
89,Chiabotti Nicola,Viadana Basket,G,1988,192,156,15,"10,40"
90,Pellegrini Cristian,Viadana Basket,A,1995,192,156,26,"6,00"
91,Sartora Marco,Virtus Lumezzane,A,1991,198,155,28,"5,54"
92,Soresina Guido,Ebro Basket,C,1987,201,153,28,"5,46"
93,Di Paola Marco,Omnia Basket Lungavilla,C,1990,198,152,30,"5,07"
94,Barbirato Diego,Nuova Pall. Vigevano 1995,G,1984,189,149,24,"6,21"
95,Neri Alberto,Viadana Basket,G/A,1997,196,147,27,"5,44"
96,Ababacar Ndiaye,Manerbio Basket,A,1990,195,145,14,"10,36"
97,Crescini Diego,Argomm Iseo,G/A,1987,189,141,26,"5,42"
98,Severgnini  Stefano,Basket Team Pizzighettone,A/C,1995,202,138,30,"4,60"
99,Moretti Paolo,Nuova Pall. Vigevano 1995,P/G,1984,185,137,30,"4,57"
100,Rossi Federico,Basket Team Pizzighettone,P,1995,178,133,30,"4,43"
101,Veronesi Filippo,Virtus Lumezzane,A,1995,188,131,30,"4,37"
102,Cocchi Filippo,Sansebasket Cremona,A/C,1994,200,130,26,"5,00"
103,Furlanetto Luca,Nuova Olympia Basket Voghera,P/G,1981,197,129,17,"7,59"
104,Colombo Lorenzo,Aironi Pallacanestro Robbio,P,1997,174,124,30,"4,13"
105,Ceper Lorenzo,Nuova Pall. Vigevano 1995,A/C,1979,198,117,18,"6,50"
106,Milanesi Andrea,Virtus Lumezzane,P,1991,186,117,30,"3,90"
107,Saresera Andrea,Argomm Iseo,G/A,1992,192,115,30,"3,83"
108,Galbarini Marco,Sansebasket Cremona,P,1985,185,113,23,"4,91"
109,Buzzi Piercarlo,Manerbio Basket,G/A,1989,188,111,20,"5,55"
110,Rossi Francesco,Omnia Basket Lungavilla,P,1993,183,110,13,"8,46"
111,Zanini Lorenzo,Virtus Lumezzane,P,1990,178,110,21,"5,24"
112,Rossi Michael,Viadana Basket,G,1995,190,108,26,"4,15"
113,Trovati Matteo,Sansebasket Cremona,A,1991,195,107,10,"10,70"
114,Daverio Nicolò,Opera Basket Club,A/C,1992,196,105,23,"4,57"
115,Farina Simone,Pallacanestro Milano,P/G,1987,188,104,16,"6,50"
116,Campeggi Michele,Omnia Basket Lungavilla,G/A,1985,192,104,30,"3,47"
117,Parlato Riccardo,Pallacanestro Milano,P/G,1988,182,103,28,"3,68"
118,Scazzola Luca,Basket Sarezzo,A/C,1994,200,101,20,"5,05"
119,Grazzi Andrea,Viadana Basket,G/A,1981,190,96,10,"9,60"
120,Modou Thiam,Basket Team Pizzighettone,C,1994,205,96,15,"6,40"
121,Andreello Paolo,Aironi Pallacanestro Robbio,A,1984,195,95,26,"3,65"
122,Cavallaro Mirko,Nuova Pall. Vigevano 1995,G/A,1986,195,92,12,"7,67"
123,Benjamin Asamoah,Virtus Lumezzane,G,1994,188,92,30,"3,07"
124,Bassi Matteo,Nuova Pall. Vigevano 1995,G/A,1997,190,89,22,"4,05"
125,Cipelletti Luca,Basket Team Pizzighettone,P,1990,180,88,30,"2,93"
126,Mori Matteo,Milano 3  Basket Basiglio,C,1997,197,86,28,"3,07"
127,Ghidinelli Simone,Basket Sarezzo,G/A,1994,186,81,26,"3,12"
128,Feroldi Marco,Basket Sarezzo,P,1996,176,81,30,"2,70"
129,Biganzoli Edoardo,Ebro Basket,P,1995,180,79,26,"3,04"
130,Usberti Alessandro,Corona Platina Piadena,A/C,1996,200,78,28,"2,79"
131,Delmenico Giorgio,Milano 3  Basket Basiglio,P,1994,193,78,29,"2,69"
132,Stagnati Gabriele,Corona Platina Piadena,C,1992,204,74,28,"2,64"
133,Bodini Riccardo,Sansebasket Cremona,A,1996,190,72,27,"2,67"
134,Pizzul Dario,Pallacanestro Milano,A,1994,193,71,26,"2,73"
135,Martinetti Luca,Aironi Pallacanestro Robbio,C,1971,195,65,27,"2,41"
136,Del Vescovo Matteo,Opera Basket Club,G,1996,185,65,29,"2,24"
137,Arici Andrea,Argomm Iseo,P,1999,181,62,21,"2,95"
138,Checo Vasquez,Nuova Olympia Basket Voghera,P, , ,61,12,"5,08"
139,Armana Marco,Omnia Basket Lungavilla,A,1983,191,59,26,"2,27"
140,Banin Andrea,Nuova Olympia Basket Voghera,P/G,1994,185,57,30,"1,90"
141,Buzzin Gabriele,Nuova Olympia Basket Voghera,P,1997,184,56,23,"2,43"
142,Gobbi Simone,Basket Sarezzo,G,1996,190,54,20,"2,70"
143,Campanini Matteo,Sansebasket Cremona,G,1994,180,53,25,"2,12"
144,Gritti Davide,Basket Team Pizzighettone,G,1990,188,49,26,"1,88"
145,Bignotti Simone,Viadana Basket,A,1998,185,49,26,"1,88"
146,Villani Max,Nuova Olympia Basket Voghera,A,1983,197,47,18,"2,61"
147,Basola Paolo,Manerbio Basket,P/G,1996,185,47,25,"1,88"
148,Nava Gianluca,Manerbio Basket,P/G,1994,184,47,25,"1,88"
149,Lugic Lazar,Basket Sarezzo,A, ,205,45,8,"5,63"
150,Flisi Davide,Viadana Basket,A,1987,195,45,26,"1,73"
151,Pasini Giulio,Manerbio Basket,P,1998,180,44,29,"1,52"
152,Romano Alessandro,Basket Sarezzo,A,1996,197,41,11,"3,73"
153,Rakic Kristijan ,Corona Platina Piadena,G,1998,188,40,24,"1,67"
154,Bonvicini Paolo,Argomm Iseo,A,1997,200,36,20,"1,80"
155,Cogliati Stefano,Opera Basket Club,P,1996,183,35,28,"1,25"
156,Nobis Federico,Pallacanestro Milano,C,1992,203,31,13,"2,38"
157,Miotto Gianluca,Pallacanestro Milano,A,1995,192,31,22,"1,41"
158,Ponzi Matteo,Viadana Basket,A,1996,190,30,22,"1,36"
159,Dordevic Kosta,Corona Platina Piadena, , , ,29,4,"7,25"
160,Antoniazzi Manuel,Sansebasket Cremona,A,1994,190,28,18,"1,56"
161,De Spuches Giuseppe,Nuova Olympia Basket Voghera,A,1996,195,25,10,"2,50"
162,Capella Lorenzo,Milano 3  Basket Basiglio,A,1990,190,24,8,"3,00"
163,Cazzaniga Lorenzo,Opera Basket Club,P,1998,178,24,12,"2,00"
164,Belluco Lorenzo,Corona Platina Piadena,G,1998,188,24,18,"1,33"
165,Cattaneo Michele Paolo,Pallacanestro Milano,P,2000,190,23,25,"0,92"
166,Bellotti Marco,Pallacanestro Milano,A/C,1997,198,19,10,"1,90"
167,Ivaniuk Ivan,Basket Team Pizzighettone,A,1997,198,19,12,"1,58"
168,Nyonse Berthol Yetga,Manerbio Basket,A,1998,193,18,19,"0,95"
169,De Simone Andrea,Opera Basket Club,A,1998,190,17,13,"1,31"
170,Alberici Mattia,Omnia Basket Lungavilla,G,1996,181,16,10,"1,60"
171,Traore Mohamed William,Ebro Basket,A,1994,195,16,22,"0,73"
172,Costaldi Fabio,Pallacanestro Milano,C,1976,200,15,13,"1,15"
173,Manini Daniele,Basket Team Pizzighettone,P/G,1998,190,14,8,"1,75"
174,Nember Andrea,Virtus Lumezzane,A,1996,183,14,13,"1,08"
175,Secchi Ottavio,Opera Basket Club,P,1986,180,13,6,"2,17"
176,Catellani Alessandro,Viadana Basket,P,1987,175,13,7,"1,86"
177,Ghitti Simone,Argomm Iseo,P,1998,172,13,16,"0,81"
178,Gardani Andrea,Viadana Basket,A,1988,184,12,15,"0,80"
179,Ottone Paolo,Pallacanestro Milano,P,1996,182,9,24,"0,38"
180,Salvini Davide,Basket Team Pizzighettone,G/A,1996,188,8,12,"0,67"
181,Saino,Milano 3  Basket Basiglio, , , ,8,12,"0,67"
182,Taddeolini Marco,Virtus Lumezzane,G,1996,196,7,4,"1,75"
183,Manzoni,Milano 3  Basket Basiglio, , , ,7,5,"1,40"
184,Bonora Fabio,Milano 3  Basket Basiglio,A,1997,196,7,10,"0,70"
185,Peghin,Ebro Basket, , , ,6,2,"3,00"
186,Tognazzi Davide,Basket Sarezzo,G,1995,178,6,4,"1,50"
187,Troisi Andrea,Opera Basket Club,G,1998,185,6,5,"1,20"
188,Faccioli Eterno,Ebro Basket, , , ,6,6,"1,00"
189,Magnaghi Leonardo,Pallacanestro Milano,A,1998,193,6,7,"0,86"
190,Bottacin Jacopo,Nuova Pall. Vigevano 1995,C,1997,198,6,12,"0,50"
191,Superti Nicola,Virtus Lumezzane,G/A,1996,183,6,13,"0,46"
192,Giorgi Giacomo,Omnia Basket Lungavilla, , , ,5,1,"5,00"
193,Turini Alberto,Nuova Olympia Basket Voghera,A,1996,185,5,3,"1,67"
194,Del Barba Lorenzo,Argomm Iseo,A,1996,195,5,17,"0,29"
195,Peloso Alessandro,Ebro Basket,A,1995,195,4,3,"1,33"
 , , , , , , , , 
C  Lombardia Gold  Girone B classifica marcatori in base alla  media giornate  punti segnati
n°,Giocatore,Squadra,Ruolo,Anno,Cm ,P.S.,P.G,Media
1,Bazzoli Riccardo,Pallacanestro Milano,A,1983,198,547,27,"20,26"
2,Caramatti Renè,Virtus Lumezzane,G/A,1990,192,575,29,"19,83"
3,Skara Miroslav,Omnia Basket Lungavilla,C,1990,200,424,24,"17,67"
4,Falconi Luca,Corona Platina Piadena,G,1991,192,438,25,"17,52"
5,Pairone Nicolas,Basket Team Pizzighettone,A,1987,197,397,23,"17,26"
6,Sparovic Petar,Omnia Basket Lungavilla, , , ,232,14,"16,57"
7,Bosio Massimiliano,Opera Basket Club,A,1989,196,341,21,"16,24"
8,Becerra Fernando,Nuova Olympia Basket Voghera,G,1981,192,370,23,"16,09"
9,Saccà Roberto,Pallacanestro Milano,G,1987,188,352,22,"16,00"
10,Accini Denis,Sansebasket Cremona,G,1986,192,414,26,"15,92"
11,Benevelli Francesco,Nuova Pall. Vigevano 1995,G,1988,190,200,13,"15,38"
12,Casali Luca,Basket Team Pizzighettone,G,1992,192,461,30,"15,37"
13,Lorenzetti Antonio,Argomm Iseo,A,1995,194,461,30,"15,37"
14,Marelli Davide,Virtus Lumezzane,A,1991,196,457,30,"15,23"
15,Giocondo Giuseppe,Milano 3  Basket Basiglio,G,1989,187,457,30,"15,23"
16,Reali Marco Dino,Pallacanestro Milano,A,1981,197,456,30,"15,20"
17,Prestini Gianluigi,Argomm Iseo,A/C,1989,200,443,30,"14,77"
18,Zandalasini Andrea,Omnia Basket Lungavilla,A,1989,192,441,30,"14,70"
19,Furlanis Guglielmo,Basket Sarezzo,P/G,1986,190,418,29,"14,41"
20,Pesenti Marco,Basket Sarezzo,G,1983,186,417,30,"13,90"
,,,,,,,,
