C Silver Girone B classifica marcatori in base ai punti segnati
n°,Giocatore,Squadra,Ruolo,Anno,Cm ,P.S.,P.G,Media
26,Visini Matteo,Nuovo BK Groane,A,1988,192,311,30,"10,37"
27,Pagani Davide,Team ABC Cantù,P,1987,170,310,30,"10,33"
28,Fontanel Fulvio,Pallacanestro Castronno,C,1970,208,300,24,"12,50"
29,Munafò Thomas,Team ABC Cantù,G,1984,181,298,23,"12,96"
30,Zacchello Paolo,BK Cassano Magnago,A,1979,193,298,29,"10,28"
31,De Vita Gianmarco,Amici Pallacanestro Varese,A/C,1997,195,296,28,"10,57"
32,Gatto Cristian,Basketball Gallarate,G/A,1996,192,293,29,"10,10"
33,Cardani Gianluca,Nuovo BK Groane,A,1992,192,292,30,"9,73"
34,Lanzi Lorenzo,Basket Rovello,P,1992,172,291,27,"10,78"
35,Crisci Nicola,Team ABC Cantù,C,1978,200,290,27,"10,74"
36,Laudi Fabio,Bosto Varese,G/A,1991,184,290,28,"10,36"
37,Pehar Marin,Pall. Verbano Luino,A/C,1996,196,288,29,"9,93"
38,Palazzi Niccolò,Pall. Verbano Luino,P,1992,178,287,30,"9,57"
39,Grillo Fabio,Pall. Cerro Maggiore,P/G,1989,180,283,30,"9,43"
40,De Lucia Federico,Pall. Cerro Maggiore,C,1989,203,279,29,"9,62"
41,Leo Luca,Pallacanestro Castronno,A/C,1977,195,268,29,"9,24"
42,Puricelli Daniele,Basketball Gallarate,C,1994,191,262,30,"8,73"
43,Pietrini Umberto,Amici Pallacanestro Varese,A/C,1997,197,259,26,"9,96"
44,Lanzani Tommaso,Basket Rovello,G,1995,185,259,29,"8,93"
45,Palladini Alessio,Virtus Olona,A/C,1989,192,258,26,"9,92"
46,Moscatelli Simone,Bosto Varese,A,1976,192,254,17,"14,94"
47,Fauda Pichet Roberto,Az Pneumatica - Cares Cadorago,G/A,1993,184,250,26,"9,62"
48,Tiengo Filippo,Aba Legnano,G,1997,xxx,243,30,"8,10"
49,Marranzano Giorgio,Pall. Cerro Maggiore,G/A,1980,186,240,28,"8,57"
50,Cassano Michele,Pall. Cerro Maggiore,P,1991,168,238,28,"8,50"
51,Gubitta Mattia,Pall. Verbano Luino,G,1982,185,235,28,"8,39"
52,Fogato Francesco,Sportlandia Tradate,P/G,1988,187,234,25,"9,36"
53,Antonini Valerio,Pall. Cerro Maggiore,G/A,1985,190,233,28,"8,32"
54,Calzavara Marco,Amici Pallacanestro Varese,G,1998,192,231,25,"9,24"
55,Fioravanti Matteo,Team ABC Cantù,G/A,1997,195,230,24,"9,58"
56,Passerini Filippo,Ardor Bollate,xx,xxxx,xxx,226,22,"10,27"
57,Terraneo Davide,Basket Rovello,P/G,1983,186,225,27,"8,33"
58,Sandrinelli Luca,Amici Pallacanestro Varese,G/A,1997,191,223,28,"7,96"
59,Tesone Mario,Virtus Olona,G,1988,188,223,29,"7,69"
60,Rossi Manuel,Amici Pallacanestro Varese,P,1997,182,222,21,"10,57"
61,Romei Longhena Giovanni,Ardor Bollate,A,1994,192,220,19,"11,58"
62,Villa Lorenzo,Ardor Bollate,G/A,1984,184,220,25,"8,80"
63,Del Pero Gabriele,Nuovo BK Groane,P,1994,185,219,25,"8,76"
64,Borghi Giorgio,Pallacanestro Castronno,A,1987,190,213,24,"8,88"
65,Missoni Ottavio,Bosto Varese,C,1984,200,212,25,"8,48"
66,Losa Riccardo,Basket Rovello,G/A,1994,192,207,30,"6,90"
67,Mapelli Giorgio,BK Cassano Magnago,A/C,1978,200,206,12,"17,17"
68,Garavaglia Stefano,Pall. Verbano Luino,P,1996,188,206,30,"6,87"
69,Diakhate Papa Ibraim,Virtus Olona,A,1986,196,205,19,"10,79"
70,Lo Biondo Matteo,Amici Pallacanestro Varese,C,1997,200,203,22,"9,23"
71,Turconi Matteo,Sportlandia Tradate,A,1980,195,202,27,"7,48"
72,Fortini Stefano,Az Pneumatica - Cares Cadorago,G/A,1992,190,197,25,"7,88"
73,Veronelli Paolo,Ardor Bollate,G,1986,183,192,27,"7,11"
74,Biason Marco,Pall. Verbano Luino,A/C,1983,190,191,30,"6,37"
75,Spiga Andrea,Basket Tavernerio,G,1990,181,188,16,"11,75"
76,Ivone Davide,Pallacanestro Castronno,P,1984,180,187,29,"6,45"
77,Bacuzzi,Az Pneumatica - Cares Cadorago, , , ,181,17,"10,65"
78,Cogliati Stefano,Az Pneumatica - Cares Cadorago,P,1992,182,181,26,"6,96"
79,Pastori Jacopo,Pall. Cerro Maggiore,C,1995,195,176,28,"6,29"
80,Marotto Leonardo,Bosto Varese,P/G,1995,177,175,22,"7,95"
81,Bernasconi Andrea,Sportlandia Tradate,C,1984,200,174,20,"8,70"
82,Gastoldi Francesco,Aba Legnano,C,1997,xxx,173,29,"5,97"
83,Lazzati Emanuele,Ardor Bollate,A,1982,185,170,29,"5,86"
84,Beretta Simone,Bosto Varese,A,1993,192,167,30,"5,57"
85,Iovene Dario,Bosto Varese,P/G,1991,179,166,12,"13,83"
86,Kapedani Ermal,BK Cassano Magnago,C,1985,206,166,20,"8,30"
87,Zucchetti Simone,Ardor Bollate,C,1999,192,164,29,"5,66"
88,Gardini Andrea,Pall. Verbano Luino,G/A,1994,187,162,20,"8,10"
89,Presentazi Andrea,Bosto Varese,A,1992,197,161,13,"12,38"
90,Baparapè Briam,Team ABC Cantù,P/G,1997,190,160,28,"5,71"
91,Zocchi Paolo,Pall. Cerro Maggiore,A,1982,198,159,25,"6,36"
92,Bianco Antonio,BK Cassano Magnago,G,1993,183,154,26,"5,92"
93,Marini Paolo,Pallacanestro Castronno,P/G,1977,175,153,27,"5,67"
94,Barbieri Roberto,Pallacanestro Castronno,P,1997,185,150,19,"7,89"
95,Puglisi Sebastiano,Pall. Cerro Maggiore,P/G,1987,180,150,23,"6,52"
96,Galluccio Nicolas,Pall. Verbano Luino,A/C,1994,192,150,29,"5,17"
97,Scarioni Stefano,Az Pneumatica - Cares Cadorago,G,1992,190,142,28,"5,07"
98,Bartesaghi Matteo,Nuovo BK Groane,A,1992,187,141,26,"5,42"
99,Bini Lorenzo,Bosto Varese,G,1979, ,139,12,"11,58"
100,Maiocchi Valerio,Basket Rovello,A/C,1996,195,139,29,"4,79"
101,Amadio Daniele,Team ABC Cantù,A,1984,190,136,29,"4,69"
102,Brighina Alexandro,Bosto Varese,P/G,1984,176,135,29,"4,66"
103,Biraghi Francesco,Aba Legnano,P,1999,185,127,14,"9,07"
104,Brambilla Filippo,Nuovo BK Groane,P,1995,185,126,28,"4,50"
105,Pizzi Marco,Virtus Olona,C,1990,196,124,19,"6,53"
106,Battilana Luca,Aba Legnano,A,1998,xxx,123,17,"7,24"
107,Taormina Alessandro,Basket Tavernerio,P,1990,183,123,23,"5,35"
108,Picotti Stefano,Basketball Gallarate,P,1989,182,122,26,"4,69"
109,Florio Lorenzo,Amici Pallacanestro Varese,C,1998,196,122,28,"4,36"
110,Redepaolini Davide,BK Cassano Magnago,A/C,1988,192,121,28,"4,32"
111,Romei Longhena Agostino,Ardor Bollate,C,1991,198,119,16,"7,44"
112,Zucchi Paolo,Basket Tavernerio,G/A,1989,184,119,25,"4,76"
113,Erba Marco,Basket Tavernerio,G,1989,182,119,27,"4,41"
114,Colombo Riccardo,Team ABC Cantù,A,1984,194,118,26,"4,54"
115,Cipriano Giuseppe,Az Pneumatica - Cares Cadorago,A,1993,193,117,29,"4,03"
116,Del Torchio Riccardo,BK Cassano Magnago,A/C,1976,192,116,19,"6,11"
117,Mitrano Luca,Ardor Bollate,P,1996,185,115,28,"4,11"
118,Vitella Luca,Pall. Verbano Luino,P/G,1996,190,114,22,"5,18"
119,Tosi Federico,Virtus Olona,P,1995,180,114,25,"4,56"
120,Zanzi Filippo,Amici Pallacanestro Varese,A,1997,190,114,25,"4,56"
121,Tognati Edoardo,Aba Legnano,G,1998,182,111,19,"5,84"
122,Castiglioni Luca,Sportlandia Tradate,P/G,1996,177,111,28,"3,96"
123,Moscatelli Samuele,Basket Tavernerio,G,1997,187,110,28,"3,93"
124,Calloni Matteo,Virtus Olona,A,1990,200,108,24,"4,50"
125,Bolzonella Francesco,Basketball Gallarate,G,1986,172,108,28,"3,86"
126,Bergamaschi Marco,Amici Pallacanestro Varese,P/G,1998,196,103,23,"4,48"
127,Erba Davide,Basket Rovello,C,1995,198,99,29,"3,41"
128,Santinon Marco,Pallacanestro Castronno,A/C,1980,195,94,16,"5,88"
129,Corsaro Gioiele,Sportlandia Tradate,G,1996,180,90,24,"3,75"
130,Bianco Manfredi,Bosto Varese,G/A,1992,191,90,29,"3,10"
131,Colombo Oscar,Pall. Verbano Luino,P/G,1995,178,86,23,"3,74"
132,Castelli Federico,Team ABC Cantù,A,1996,195,84,26,"3,23"
133,Girardin Riccardo,Amici Pallacanestro Varese,C,1997,190,82,28,"2,93"
134,Costacurta Marco,Team ABC Cantù,G,1984,185,81,20,"4,05"
135,Bernardi Gioele,Aba Legnano,xx,1999,xxx,80,14,"5,71"
136,Calloni Stefano,Ardor Bollate,C,1994,200,80,19,"4,21"
137,Campeggi Giacomo,Basket Tavernerio,C,1991,191,79,11,"7,18"
138,Molteni Giorgio,Basket Tavernerio,G,1988,180,78,20,"3,90"
139,Bianchi Federico,Basket Rovello,A/C,1996,196,77,23,"3,35"
140,Cola Francesco,Basketball Gallarate,A,1984,196,71,28,"2,54"
141,Restelli Alessandro,Az Pneumatica - Cares Cadorago,P/G,1997,191,70,28,"2,50"
142,Aldizio Alessandro,Amici Pallacanestro Varese,G,1998,173,69,23,"3,00"
143,Figuriello Jacopo,Sportlandia Tradate,G,1996,176,68,26,"2,62"
144,Aresi Stefano,Nuovo BK Groane,G,1986,186,67,11,"6,09"
145,Fedegari,Pall. Verbano Luino, , , ,66,8,"8,25"
146,Rini Matteo,Basket Tavernerio,P,1994,175,66,25,"2,64"
147,Tomasini Luca,Basketball Gallarate,G,1996,187,63,20,"3,15"
148,Dugo Lyone,Nuovo BK Groane,A,1996,198,63,28,"2,25"
149,Bonicalzi Marco,BK Cassano Magnago,G/A,1995,187,62,27,"2,30"
150,Gorini Andrea,Bosto Varese,P/G,1981,182,61,15,"4,07"
151,Rocca,BK Cassano Magnago, , , ,58,8,"7,25"
152,Bianchi Davide,Basket Tavernerio,A/C,1997,190,57,23,"2,48"
153,Brignoli Marco,Virtus Olona,G,1995,180,56,26,"2,15"
154,Casadio Filippo,Team ABC Cantù,P/G,1997,184,55,21,"2,62"
155,Waldner,Az Pneumatica - Cares Cadorago, , , ,52,11,"4,73"
156,Dushi Giulio,Aba Legnano,C,1998,xxx,52,23,"2,26"
157,Vanzella Simone,Amici Pallacanestro Varese,A,1998,188,51,18,"2,83"
158,Frattini Davide,Aba Legnano,A,1996,195,51,24,"2,13"
159,Deconto Paolo,Aba Legnano,xx,1999,xxx,50,14,"3,57"
160,Toia Stefano,Aba Legnano,C,1996,200,49,9,"5,44"
161,Panizza Giorgio,Aba Legnano,A,1998,190,49,14,"3,50"
162,Chittaro Marco,Basket Rovello,G/A,1994,190,47,21,"2,24"
163,Roveda Edoardo,Aba Legnano,P,1998,xxx,46,8,"5,75"
164,Faggiana ,Virtus Olona, , , ,45,13,"3,46"
165,Vignati Marco,Virtus Olona,G,1996,185,45,23,"1,96"
166,Piotto Gravena,Ardor Bollate,xx,xxxx,xxx,44,17,"2,59"
167,Ferrari Mattia,Pall. Verbano Luino,P,1997,180,44,19,"2,32"
168,Aiani,Basket Tavernerio, , , ,43,7,"6,14"
169,Sassi Manuel,Ardor Bollate,A,1989,187,42,10,"4,20"
170,De Santi Andrea,Pall. Verbano Luino,G/A,1996,186,42,20,"2,10"
171,Porrini Davide,Pall. Verbano Luino,xx,xxxx,xxx,41,15,"2,73"
172,Guerra Andrea,Az Pneumatica - Cares Cadorago,A/C,1997,202,40,15,"2,67"
173,Calcagno Marco,Pall. Verbano Luino,C,1983,195,39,2,"19,50"
174,Ferrabue Amos,Amici Pallacanestro Varese,A,1998,187,38,11,"3,45"
175,Quaglia Marcello,Basketball Gallarate,P,1996,175,38,26,"1,46"
176,Grieco Federico,Bosto Varese,A/C,1995,196,38,27,"1,41"
177,Meroni Marco,Nuovo BK Groane,C,1988,197,36,7,"5,14"
178,Colzani Davide,Team ABC Cantù,C,1984,195,35,16,"2,19"
179,Mitrano Roberto,Ardor Bollate,A,1993,184,35,19,"1,84"
180,Borghi Umberto,Basketball Gallarate,A,1997,190,33,21,"1,57"
181,Gravena Pedro,Ardor Bollate,A,1997,195,30,10,"3,00"
182,Lombardi Paolo,Pallacanestro Castronno,P,1980,178,29,2,"14,50"
183,Volpato Nicolò,Bosto Varese,G,1995,184,29,14,"2,07"
184,Re Matteo,Virtus Olona,C,1993,198,28,27,"1,04"
185,De Vita Andrea,Pallacanestro Castronno,A,1995,182,26,19,"1,37"
186,Angeretti Mauro,Nuovo BK Groane,G,1993,183,26,20,"1,30"
187,Passerini Gianluca,Ardor Bollate,G,1994,186,25,15,"1,67"
188,Gottardello Alessandro,Sportlandia Tradate,C,1993,196,24,26,"0,92"
189,Arnaboldi,Team ABC Cantù, , , ,23,10,"2,30"
190,Presentazi Alessandro,Bosto Varese,G,1994,181,22,14,"1,57"
191,Puricelli Matteo,BK Cassano Magnago,G,1997,179,20,27,"0,74"
192,Gergati,Basketball Gallarate,xx,xxxx,xxx,18,4,"4,50"
193,Mariani,Pall. Cerro Maggiore, , , ,18,12,"1,50"
194,Brenna Gionata,Basket Tavernerio,P,1996,180,18,25,"0,72"
195,Tosi Paolo,Aba Legnano,A,1999,202,17,17,"1,00"
196,Nachev Naskov Tsvetomir,Az Pneumatica - Cares Cadorago,C,1980,205,16,7,"2,29"
197,Galmarini Stefano,BK Cassano Magnago,G,1986,182,14,22,"0,64"
198,Gagliardi Edoardo,Sportlandia Tradate,P/G,1994,182,14,23,"0,61"
199,Mascheroni Luca,Basket Rovello,G/A,1998,190,13,10,"1,30"
200,Gianoli,Pallacanestro Castronno, , , ,12,7,"1,71"
201,Martinoni Thomas,Basket Rovello,A,1998,190,12,13,"0,92"
202,Zucchetti L.,Ardor Bollate, , , ,10,5,"2,00"
203,Clerici Riccardo,Sportlandia Tradate,G,1996,178,10,8,"1,25"
204,Mazzeo,Pall. Cerro Maggiore, , , ,10,9,"1,11"
205,Colombo Ludovico,Pallacanestro Castronno,A,1997,190,10,12,"0,83"
206,Pocaterra,BK Cassano Magnago, , , ,10,14,"0,71"
207,Civaschi Alessandro,Aba Legnano, ,1999, ,8,1,"8,00"
208,Carlesso Mirko Luigi,Amici Pallacanestro Varese,G/A,1999,188,8,6,"1,33"
209,Bianchi,Az Pneumatica - Cares Cadorago, , , ,7,3,"2,33"
210,Messina Nicolò,Amici Pallacanestro Varese,P,1999,171,7,5,"1,40"
211,Canavesi Luca,Basketball Gallarate,A/C,1989,195,6,1,"6,00"
212,Vignati Riccardo,Virtus Olona,G,1996,185,5,1,"5,00"
213,Agyei Bismark,Virtus Olona,G/A,1999,185,4,2,"2,00"
214,Cedrati Lorenzo,Aba Legnano,xx,1999,xxx,4,13,"0,31"
215,Colombo Christian,Virtus Olona,P,2000,184,4,16,"0,25"
216,Paronuzzi,Sportlandia Tradate, , , ,3,2,"1,50"
217,Chiurato Paolo,Az Pneumatica - Cares Cadorago,P,1998,175,3,3,"1,00"
218,Saredi,Pall. Verbano Luino, , , ,3,4,"0,75"
219,Pellizzaro,Pallacanestro Castronno, , , ,3,7,"0,43"
220,Leggeri Christan,Pallacanestro Castronno,G,1997,182,3,7,"0,43"
221,Mola Davide,Ardor Bollate,A,1998,190,3,8,"0,38"
222,Della Valle Gabriele,BK Cassano Magnago,P/G,1995,180,2,1,"2,00"
223,Gaye,Pallacanestro Castronno, , , ,2,1,"2,00"
224,Cattaneo Emanuele,Pallacanestro Castronno,A,1988,185,2,2,"1,00"
225,Del Bosco,Amici Pallacanestro Varese, , , ,2,2,"1,00"
226,Ferrario,Basketball Gallarate, , , ,2,2,"1,00"
227,Pallaro,Pallacanestro Castronno, , , ,2,3,"0,67"
228,Ghirelli ,Nuovo BK Groane, , , ,2,3,"0,67"
229,Zuretti Matteo,Pall. Verbano Luino,G,xxxx,xxx,2,5,"0,40"
230,Faggiana Riccardo,Bosto Varese,C,1995,197,2,6,"0,33"
231,Cedri,Basket Rovello, , , ,2,7,"0,29"
232,Giacomello Luca,Virtus Olona,A,1994,199,2,10,"0,20"
233,Riva,Team ABC Cantù, , , ,1,1,"1,00"
234,Cipolletta Matteo,Pall. Verbano Luino,G,xxxx,xxx,1,6,"0,17"
 , , , , , , , , 
"C  Silver Girone B classifica marcatori in
  base alla media giornate  punti segnati"
n°,Giocatore,Squadra,Ruolo,Anno,Cm ,P.S.,P.G,Media
1,Casati Simone,Az Pneumatica - Cares Cadorago,A,1991,197,614,30,"20,47"
2,Calcagno Marco,Pall. Verbano Luino,C,1983,195,39,2,"19,50"
3,Guidi Alessandro,Aba Legnano,P/G,1996,187,399,22,"18,14"
4,Mapelli Giorgio,BK Cassano Magnago,A/C,1978,200,206,12,"17,17"
5,De Tomasi Alessandro,Pall. Cerro Maggiore,A/C,1980,192,435,27,"16,11"
6,Beretta Giorgio,Sportlandia Tradate,G/A,1984,189,466,29,"16,07"
7,Poggiolini Riccardo,BK Cassano Magnago,P/G,1986,180,427,27,"15,81"
8,Moscatelli Simone,Bosto Varese,A,1976,192,254,17,"14,94"
9,Novati Marco,Nuovo BK Groane,A,1994,188,436,30,"14,53"
10,Lombardi Paolo,Pallacanestro Castronno,P,1980,178,29,2,"14,50"
11,Tacchini Eric,Az Pneumatica - Cares Cadorago,A,1992,194,390,27,"14,44"
12,Bianchi Stefano,Basketball Gallarate,P/G,1994,175,429,30,"14,30"
13,Barbisan Massimo,Basket Rovello,A,1993,192,420,30,"14,00"
14,Iovene Dario,Bosto Varese,P/G,1991,179,166,12,"13,83"
15,Pariani Marcello,Basketball Gallarate,A/C,1990,205,372,27,"13,78"
16,Ferioli Davide,Virtus Olona,P/G,1989,170,411,30,"13,70"
17,Danesi Emanuele,Ardor Bollate,P,1991,172,331,25,"13,24"
18,Premoli Fabrizio,Pallacanestro Castronno,A,1989,197,330,25,"13,20"
19,Intravia Daniele,Virtus Olona,G/A,1989,188,355,27,"13,15"
20,Ciardiello Luca,Basketball Gallarate,G,1984,182,394,30,"13,13"
,,,,,,,,
